# ================================== Start of File ====================================
# Spatial dimensions = 3
# Kernel size = 5x5x5
# Polynomial order = 1x3x3
# Size of the convolution coefficient matrix = 32x125
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~63 = the left-half columns of the row.
# Column# 64 = the middle column of the row.
# Column# 65~126, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 63~2, respectively.
# Matrix starts:
	S	+4.081633E-03	-2.040816E-03	-4.081633E-03	-2.040816E-03	+4.081633E-03	-2.040816E-03	+1.020408E-03	+2.040816E-03	+1.020408E-03	-2.040816E-03	-4.081633E-03	+2.040816E-03	+4.081633E-03	+2.040816E-03	-4.081633E-03	-2.040816E-03	+1.020408E-03	+2.040816E-03	+1.020408E-03	-2.040816E-03	+4.081633E-03	-2.040816E-03	-4.081633E-03	-2.040816E-03	+4.081633E-03	+4.081633E-03	-2.040816E-03	-4.081633E-03	-2.040816E-03	+4.081633E-03	-2.040816E-03	+1.020408E-03	+2.040816E-03	+1.020408E-03	-2.040816E-03	-4.081633E-03	+2.040816E-03	+4.081633E-03	+2.040816E-03	-4.081633E-03	-2.040816E-03	+1.020408E-03	+2.040816E-03	+1.020408E-03	-2.040816E-03	+4.081633E-03	-2.040816E-03	-4.081633E-03	-2.040816E-03	+4.081633E-03	+4.081633E-03	-2.040816E-03	-4.081633E-03	-2.040816E-03	+4.081633E-03	-2.040816E-03	+1.020408E-03	+2.040816E-03	+1.020408E-03	-2.040816E-03	-4.081633E-03	+2.040816E-03	+4.081633E-03
	A	-2.380952E-03	+4.761905E-03	+0.000000E+00	-4.761905E-03	+2.380952E-03	+1.190476E-03	-2.380952E-03	+0.000000E+00	+2.380952E-03	-1.190476E-03	+2.380952E-03	-4.761905E-03	+0.000000E+00	+4.761905E-03	-2.380952E-03	+1.190476E-03	-2.380952E-03	+0.000000E+00	+2.380952E-03	-1.190476E-03	-2.380952E-03	+4.761905E-03	+0.000000E+00	-4.761905E-03	+2.380952E-03	-2.380952E-03	+4.761905E-03	+0.000000E+00	-4.761905E-03	+2.380952E-03	+1.190476E-03	-2.380952E-03	+0.000000E+00	+2.380952E-03	-1.190476E-03	+2.380952E-03	-4.761905E-03	+0.000000E+00	+4.761905E-03	-2.380952E-03	+1.190476E-03	-2.380952E-03	+0.000000E+00	+2.380952E-03	-1.190476E-03	-2.380952E-03	+4.761905E-03	+0.000000E+00	-4.761905E-03	+2.380952E-03	-2.380952E-03	+4.761905E-03	+0.000000E+00	-4.761905E-03	+2.380952E-03	+1.190476E-03	-2.380952E-03	+0.000000E+00	+2.380952E-03	-1.190476E-03	+2.380952E-03	-4.761905E-03	+0.000000E+00
	A	+1.428571E-03	-5.714286E-03	-8.095238E-03	-5.714286E-03	+1.428571E-03	-2.857143E-03	+1.142857E-02	+1.619048E-02	+1.142857E-02	-2.857143E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+2.857143E-03	-1.142857E-02	-1.619048E-02	-1.142857E-02	+2.857143E-03	-1.428571E-03	+5.714286E-03	+8.095238E-03	+5.714286E-03	-1.428571E-03	+1.428571E-03	-5.714286E-03	-8.095238E-03	-5.714286E-03	+1.428571E-03	-2.857143E-03	+1.142857E-02	+1.619048E-02	+1.142857E-02	-2.857143E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+2.857143E-03	-1.142857E-02	-1.619048E-02	-1.142857E-02	+2.857143E-03	-1.428571E-03	+5.714286E-03	+8.095238E-03	+5.714286E-03	-1.428571E-03	+1.428571E-03	-5.714286E-03	-8.095238E-03	-5.714286E-03	+1.428571E-03	-2.857143E-03	+1.142857E-02	+1.619048E-02	+1.142857E-02	-2.857143E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-1.388889E-03	+1.111111E-02	+0.000000E+00	-1.111111E-02	+1.388889E-03	+2.777778E-03	-2.222222E-02	+0.000000E+00	+2.222222E-02	-2.777778E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-2.777778E-03	+2.222222E-02	+0.000000E+00	-2.222222E-02	+2.777778E-03	+1.388889E-03	-1.111111E-02	+0.000000E+00	+1.111111E-02	-1.388889E-03	-1.388889E-03	+1.111111E-02	+0.000000E+00	-1.111111E-02	+1.388889E-03	+2.777778E-03	-2.222222E-02	+0.000000E+00	+2.222222E-02	-2.777778E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-2.777778E-03	+2.222222E-02	+0.000000E+00	-2.222222E-02	+2.777778E-03	+1.388889E-03	-1.111111E-02	+0.000000E+00	+1.111111E-02	-1.388889E-03	-1.388889E-03	+1.111111E-02	+0.000000E+00	-1.111111E-02	+1.388889E-03	+2.777778E-03	-2.222222E-02	+0.000000E+00	+2.222222E-02	-2.777778E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	-2.380952E-03	+1.190476E-03	+2.380952E-03	+1.190476E-03	-2.380952E-03	+4.761905E-03	-2.380952E-03	-4.761905E-03	-2.380952E-03	+4.761905E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-4.761905E-03	+2.380952E-03	+4.761905E-03	+2.380952E-03	-4.761905E-03	+2.380952E-03	-1.190476E-03	-2.380952E-03	-1.190476E-03	+2.380952E-03	-2.380952E-03	+1.190476E-03	+2.380952E-03	+1.190476E-03	-2.380952E-03	+4.761905E-03	-2.380952E-03	-4.761905E-03	-2.380952E-03	+4.761905E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-4.761905E-03	+2.380952E-03	+4.761905E-03	+2.380952E-03	-4.761905E-03	+2.380952E-03	-1.190476E-03	-2.380952E-03	-1.190476E-03	+2.380952E-03	-2.380952E-03	+1.190476E-03	+2.380952E-03	+1.190476E-03	-2.380952E-03	+4.761905E-03	-2.380952E-03	-4.761905E-03	-2.380952E-03	+4.761905E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.388889E-03	-2.777778E-03	+0.000000E+00	+2.777778E-03	-1.388889E-03	-2.777778E-03	+5.555556E-03	+0.000000E+00	-5.555556E-03	+2.777778E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+2.777778E-03	-5.555556E-03	+0.000000E+00	+5.555556E-03	-2.777778E-03	-1.388889E-03	+2.777778E-03	+0.000000E+00	-2.777778E-03	+1.388889E-03	+1.388889E-03	-2.777778E-03	+0.000000E+00	+2.777778E-03	-1.388889E-03	-2.777778E-03	+5.555556E-03	+0.000000E+00	-5.555556E-03	+2.777778E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+2.777778E-03	-5.555556E-03	+0.000000E+00	+5.555556E-03	-2.777778E-03	-1.388889E-03	+2.777778E-03	+0.000000E+00	-2.777778E-03	+1.388889E-03	+1.388889E-03	-2.777778E-03	+0.000000E+00	+2.777778E-03	-1.388889E-03	-2.777778E-03	+5.555556E-03	+0.000000E+00	-5.555556E-03	+2.777778E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	-1.469388E-03	+5.877551E-03	+8.326531E-03	+5.877551E-03	-1.469388E-03	+5.877551E-03	-2.351020E-02	-3.330612E-02	-2.351020E-02	+5.877551E-03	+8.326531E-03	-3.330612E-02	-4.718367E-02	-3.330612E-02	+8.326531E-03	+5.877551E-03	-2.351020E-02	-3.330612E-02	-2.351020E-02	+5.877551E-03	-1.469388E-03	+5.877551E-03	+8.326531E-03	+5.877551E-03	-1.469388E-03	-7.346939E-04	+2.938776E-03	+4.163265E-03	+2.938776E-03	-7.346939E-04	+2.938776E-03	-1.175510E-02	-1.665306E-02	-1.175510E-02	+2.938776E-03	+4.163265E-03	-1.665306E-02	-2.359184E-02	-1.665306E-02	+4.163265E-03	+2.938776E-03	-1.175510E-02	-1.665306E-02	-1.175510E-02	+2.938776E-03	-7.346939E-04	+2.938776E-03	+4.163265E-03	+2.938776E-03	-7.346939E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.428571E-03	-1.142857E-02	+0.000000E+00	+1.142857E-02	-1.428571E-03	-5.714286E-03	+4.571429E-02	+0.000000E+00	-4.571429E-02	+5.714286E-03	-8.095238E-03	+6.476190E-02	+0.000000E+00	-6.476190E-02	+8.095238E-03	-5.714286E-03	+4.571429E-02	+0.000000E+00	-4.571429E-02	+5.714286E-03	+1.428571E-03	-1.142857E-02	+0.000000E+00	+1.142857E-02	-1.428571E-03	+7.142857E-04	-5.714286E-03	+0.000000E+00	+5.714286E-03	-7.142857E-04	-2.857143E-03	+2.285714E-02	+0.000000E+00	-2.285714E-02	+2.857143E-03	-4.047619E-03	+3.238095E-02	+0.000000E+00	-3.238095E-02	+4.047619E-03	-2.857143E-03	+2.285714E-02	+0.000000E+00	-2.285714E-02	+2.857143E-03	+7.142857E-04	-5.714286E-03	+0.000000E+00	+5.714286E-03	-7.142857E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	+2.448980E-03	-1.224490E-03	-2.448980E-03	-1.224490E-03	+2.448980E-03	-9.795918E-03	+4.897959E-03	+9.795918E-03	+4.897959E-03	-9.795918E-03	-1.387755E-02	+6.938776E-03	+1.387755E-02	+6.938776E-03	-1.387755E-02	-9.795918E-03	+4.897959E-03	+9.795918E-03	+4.897959E-03	-9.795918E-03	+2.448980E-03	-1.224490E-03	-2.448980E-03	-1.224490E-03	+2.448980E-03	+1.224490E-03	-6.122449E-04	-1.224490E-03	-6.122449E-04	+1.224490E-03	-4.897959E-03	+2.448980E-03	+4.897959E-03	+2.448980E-03	-4.897959E-03	-6.938776E-03	+3.469388E-03	+6.938776E-03	+3.469388E-03	-6.938776E-03	-4.897959E-03	+2.448980E-03	+4.897959E-03	+2.448980E-03	-4.897959E-03	+1.224490E-03	-6.122449E-04	-1.224490E-03	-6.122449E-04	+1.224490E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-1.428571E-03	+2.857143E-03	+0.000000E+00	-2.857143E-03	+1.428571E-03	+5.714286E-03	-1.142857E-02	+0.000000E+00	+1.142857E-02	-5.714286E-03	+8.095238E-03	-1.619048E-02	+0.000000E+00	+1.619048E-02	-8.095238E-03	+5.714286E-03	-1.142857E-02	+0.000000E+00	+1.142857E-02	-5.714286E-03	-1.428571E-03	+2.857143E-03	+0.000000E+00	-2.857143E-03	+1.428571E-03	-7.142857E-04	+1.428571E-03	+0.000000E+00	-1.428571E-03	+7.142857E-04	+2.857143E-03	-5.714286E-03	+0.000000E+00	+5.714286E-03	-2.857143E-03	+4.047619E-03	-8.095238E-03	+0.000000E+00	+8.095238E-03	-4.047619E-03	+2.857143E-03	-5.714286E-03	+0.000000E+00	+5.714286E-03	-2.857143E-03	-7.142857E-04	+1.428571E-03	+0.000000E+00	-1.428571E-03	+7.142857E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.428571E-03	-5.714286E-03	-8.095238E-03	-5.714286E-03	+1.428571E-03	-1.142857E-02	+4.571429E-02	+6.476190E-02	+4.571429E-02	-1.142857E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+1.142857E-02	-4.571429E-02	-6.476190E-02	-4.571429E-02	+1.142857E-02	-1.428571E-03	+5.714286E-03	+8.095238E-03	+5.714286E-03	-1.428571E-03	+7.142857E-04	-2.857143E-03	-4.047619E-03	-2.857143E-03	+7.142857E-04	-5.714286E-03	+2.285714E-02	+3.238095E-02	+2.285714E-02	-5.714286E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+5.714286E-03	-2.285714E-02	-3.238095E-02	-2.285714E-02	+5.714286E-03	-7.142857E-04	+2.857143E-03	+4.047619E-03	+2.857143E-03	-7.142857E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	-1.388889E-03	+1.111111E-02	+0.000000E+00	-1.111111E-02	+1.388889E-03	+1.111111E-02	-8.888889E-02	+0.000000E+00	+8.888889E-02	-1.111111E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-1.111111E-02	+8.888889E-02	+0.000000E+00	-8.888889E-02	+1.111111E-02	+1.388889E-03	-1.111111E-02	+0.000000E+00	+1.111111E-02	-1.388889E-03	-6.944444E-04	+5.555556E-03	+0.000000E+00	-5.555556E-03	+6.944444E-04	+5.555556E-03	-4.444444E-02	+0.000000E+00	+4.444444E-02	-5.555556E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-5.555556E-03	+4.444444E-02	+0.000000E+00	-4.444444E-02	+5.555556E-03	+6.944444E-04	-5.555556E-03	+0.000000E+00	+5.555556E-03	-6.944444E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-2.380952E-03	+1.190476E-03	+2.380952E-03	+1.190476E-03	-2.380952E-03	+1.904762E-02	-9.523810E-03	-1.904762E-02	-9.523810E-03	+1.904762E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-1.904762E-02	+9.523810E-03	+1.904762E-02	+9.523810E-03	-1.904762E-02	+2.380952E-03	-1.190476E-03	-2.380952E-03	-1.190476E-03	+2.380952E-03	-1.190476E-03	+5.952381E-04	+1.190476E-03	+5.952381E-04	-1.190476E-03	+9.523810E-03	-4.761905E-03	-9.523810E-03	-4.761905E-03	+9.523810E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-9.523810E-03	+4.761905E-03	+9.523810E-03	+4.761905E-03	-9.523810E-03	+1.190476E-03	-5.952381E-04	-1.190476E-03	-5.952381E-04	+1.190476E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
